1	85 
2	56 
3	46 
4	38 
5	33 
6	36 
7	94 
8	83 
9	52 
10	87 
11	26 
12	76 
13	86 
14	34 
15	17 
16	80 
17	87 
18	3 
19	35 
20	32 
21	26 
22	31 
23	29 
24	44 
25	18 
26	46 
27	41 
28	15 
29	61 
30	15 
31	35 
32	66 
33	49 
34	46 
35	61 
36	64 
37	66 
38	92 
39	71 
40	87 
41	12 
42	65 
43	9 
44	30 
45	95 
46	37 
47	52 
48	94 
49	51 
50	47 
51	49 
52	72 
53	52 
54	73 
55	85 
56	3 
57	86 
58	24 
59	82 
60	11 
61	20 
62	34 
63	64 
64	85 
65	58 
66	15 
67	46 
68	57 
69	91 
70	80 
71	17 
72	60 
73	23 
74	3 
75	35 
76	13 
77	83 
78	87 
79	83 
80	35 
81	18 
82	3 
83	84 
84	40 
85	59 
86	45 
87	19 
88	24 
89	16 
90	38 
91	94 
92	96 
93	91 
94	65 
95	85 
96	77 
97	15 
98	11 
99	44 
100	90 
101	43 
102	80 
103	75 
104	32 
105	42 
106	69 
107	46 
108	55 
109	18 
110	11 
111	25 
112	37 
113	39 
114	9 
115	64 
116	87 
117	79 
118	44 
119	59 
120	35 
121	71 
122	15 
123	11 
124	45 
125	87 
126	31 
127	5 
128	3 
129	2 
130	91 
131	13 
132	87 
133	18 
134	85 
135	96 
136	39 
137	9 
138	20 
139	56 
140	32 
141	9 
142	66 
143	46 
144	3 
145	61 
146	46 
147	20 
148	3 
149	62 
150	38 
151	54 
152	64 
153	66 
154	87 
155	12 
156	72 
157	79 
158	85 
159	16 
160	81 
161	9 
162	29 
163	94 
164	78 
165	23 
166	45 
167	46 
168	37 
169	79 
170	35 
171	63 
172	33 
173	59 
174	58 
175	13 
176	81 
177	95 
178	75 
179	28 
180	73 
181	86 
182	61 
183	87 
184	20 
185	70 
186	48 
187	55 
188	88 
189	30 
190	7 
191	9 
192	15 
193	60 
194	39 
195	26 
196	70 
197	32 
198	90 
199	63 
200	14 
201	88 
202	2 
203	61 
204	13 
205	63 
206	20 
207	4 
208	77 
209	86 
210	26 
211	9 
212	46 
213	48 
214	58 
215	6 
216	2 
217	43 
218	91 
219	30 
220	81 
221	54 
222	96 
223	49 
224	33 
225	1 
226	45 
227	88 
228	36 
229	57 
230	27 
231	4 
232	63 
233	28 
234	1 
235	69 
236	94 
237	6 
238	64 
239	94 
240	92 
241	20 
242	43 
243	60 
244	95 
245	79 
246	53 
247	73 
248	50 
249	16 
250	18 
251	82 
252	41 
253	70 
254	21 
255	39 
256	88 
257	45 
258	1 
259	49 
260	28 
261	34 
262	81 
263	75 
264	85 
265	4 
266	65 
267	9 
268	81 
269	33 
270	42 
271	90 
272	30 
273	32 
274	88 
275	26 
276	37 
277	69 
278	33 
279	48 
280	95 
281	49 
282	62 
283	62 
284	37 
285	96 
286	3 
287	17 
288	37 
289	59 
290	77 
291	55 
292	87 
293	38 
294	37 
295	30 
296	26 
297	49 
298	19 
299	14 
300	52 
301	30 
302	54 
303	65 
304	3 
305	30 
306	37 
307	66 
308	14 
309	15 
310	85 
311	71 
312	45 
313	74 
314	47 
315	64 
316	85 
317	53 
318	36 
319	2 
320	30 
321	3 
322	73 
323	17 
324	77 
325	78 
326	59 
327	94 
328	18 
329	83 
330	10 
331	86 
332	36 
333	69 
334	15 
335	24 
336	86 
337	79 
338	44 
339	14 
340	37 
341	19 
342	33 
343	58 
344	33 
345	12 
346	76 
347	38 
348	6 
349	10 
350	83 
351	87 
352	77 
353	3 
354	19 
355	82 
356	46 
357	18 
358	21 
359	77 
360	46 
361	63 
362	45 
363	18 
364	87 
365	11 
366	35 
367	26 
368	48 
369	80 
370	39 
371	22 
372	87 
373	38 
374	71 
375	11 
376	33 
377	67 
378	56 
379	65 
380	45 
381	94 
382	47 
383	77 
384	75 
385	65 
386	59 
387	25 
388	59 
389	45 
390	72 
391	90 
392	70 
393	86 
394	2 
395	39 
396	74 
397	28 
398	34 
399	58 
400	68 
401	84 
402	71 
403	26 
404	47 
405	91 
406	94 
407	86 
408	18 
409	4 
410	26 
411	33 
412	71 
413	48 
414	15 
415	65 
416	80 
417	69 
418	46 
419	39 
420	18 
421	68 
422	75 
423	77 
424	18 
425	33 
426	49 
427	29 
428	33 
429	17 
430	21 
431	78 
432	58 
433	79 
434	39 
435	93 
436	17 
437	90 
438	32 
439	56 
440	73 
441	92 
442	34 
443	58 
444	21 
445	31 
446	26 
447	63 
448	17 
449	13 
450	20 
451	51 
452	94 
453	85 
454	40 
455	58 
456	83 
457	68 
458	30 
459	30 
460	30 
461	11 
462	48 
463	82 
464	38 
465	36 
466	76 
467	94 
468	13 
469	30 
470	86 
471	34 
472	82 
473	58 
474	10 
475	45 
476	37 
477	54 
478	30 
479	62 
480	20 
481	21 
482	35 
483	86 
484	58 
485	92 
486	75 
487	92 
488	79 
489	58 
490	78 
491	15 
492	36 
493	83 
494	73 
495	37 
496	95 
497	34 
498	15 
499	17 
500	63 
501	37 
502	46 
503	94 
504	82 
505	39 
506	56 
507	32 
508	65 
509	65 
510	11 
511	73 
512	74 
513	15 
514	76 
515	38 
516	48 
517	83 
518	18 
519	94 
520	52 
521	6 
522	72 
523	35 
524	96 
525	7 
526	14 
527	23 
528	20 
529	64 
530	10 
531	70 
532	76 
533	63 
534	66 
535	50 
536	73 
537	45 
538	95 
539	32 
540	81 
541	59 
542	45 
543	12 
544	35 
545	73 
546	39 
547	57 
548	65 
549	11 
550	76 
551	62 
552	89 
553	23 
554	27 
555	26 
556	32 
557	17 
558	15 
559	73 
560	54 
561	2 
562	51 
563	87 
564	87 
565	45 
566	71 
567	12 
568	29 
569	6 
570	94 
571	46 
572	69 
573	26 
574	96 
575	58 
576	37 
577	85 
578	81 
579	73 
580	45 
581	81 
582	45 
583	77 
584	53 
585	35 
586	49 
587	24 
588	83 
589	11 
590	18 
591	90 
592	82 
593	9 
594	27 
595	46 
596	35 
597	87 
598	28 
599	65 
600	35 
601	42 
602	3 
603	66 
604	94 
605	42 
606	81 
607	73 
608	28 
609	69 
610	91 
611	58 
612	17 
613	26 
614	60 
615	37 
616	95 
617	82 
618	32 
619	61 
620	11 
621	30 
622	45 
623	13 
624	85 
625	50 
626	85 
627	48 
628	71 
629	4 
630	40 
631	11 
632	55 
633	1 
634	85 
635	17 
636	93 
637	52 
638	21 
639	63 
640	65 
641	32 
642	80 
643	28 
644	92 
645	28 
646	89 
647	80 
648	25 
649	9 
650	71 
651	70 
652	21 
653	13 
654	13 
655	39 
656	82 
657	71 
658	18 
659	73 
660	60 
661	16 
662	16 
663	92 
664	21 
665	43 
666	86 
667	55 
668	35 
669	63 
670	6 
671	73 
672	3 
673	45 
674	77 
675	13 
676	17 
677	17 
678	64 
679	46 
680	9 
681	82 
682	64 
683	4 
684	26 
685	41 
686	45 
687	10 
688	93 
689	49 
690	16 
691	33 
692	10 
693	37 
694	11 
695	34 
696	71 
697	1 
698	89 
699	57 
700	54 
701	22 
702	26 
703	44 
704	72 
705	76 
706	37 
707	24 
708	45 
709	9 
710	66 
711	38 
712	24 
713	18 
714	75 
715	10 
716	89 
717	19 
718	33 
719	88 
720	35 
721	71 
722	65 
723	58 
724	35 
725	92 
726	54 
727	90 
728	21 
729	34 
730	64 
731	66 
732	17 
733	53 
734	43 
735	73 
736	96 
737	60 
738	51 
739	18 
740	49 
741	92 
742	46 
743	94 
744	67 
745	66 
746	1 
747	84 
748	17 
749	62 
750	90 
751	35 
752	53 
753	3 
754	86 
755	77 
756	64 
757	21 
758	85 
759	23 
760	94 
761	18 
762	55 
763	69 
764	17 
765	88 
766	31 
767	43 
768	80 
769	71 
770	45 
771	63 
772	35 
773	26 
774	80 
775	59 
776	33 
777	42 
778	91 
779	35 
780	11 
781	13 
782	17 
783	83 
784	49 
785	28 
786	14 
787	77 
788	94 
789	45 
790	77 
791	83 
792	30 
793	47 
794	87 
795	11 
796	68 
797	87 
798	18 
799	44 
800	14 
801	58 
802	55 
803	91 
804	37 
805	18 
806	84 
807	9 
808	90 
809	85 
810	64 
811	95 
812	77 
813	69 
814	54 
815	17 
816	76 
817	2 
818	7 
819	24 
820	61 
821	18 
822	73 
823	14 
824	35 
825	75 
826	39 
827	77 
828	6 
829	87 
830	94 
831	77 
832	66 
833	83 
834	89 
835	55 
836	86 
837	63 
838	39 
839	45 
840	26 
841	64 
842	8 
843	29 
844	36 
845	54 
846	64 
847	37 
848	61 
849	65 
850	55 
851	82 
852	94 
853	46 
854	3 
855	93 
856	84 
857	83 
858	18 
859	37 
860	27 
861	60 
862	40 
863	16 
864	80 
865	81 
866	3 
867	46 
868	3 
869	61 
870	48 
871	14 
872	5 
873	85 
874	10 
875	36 
876	37 
877	83 
878	68 
879	79 
880	21 
881	65 
882	25 
883	61 
884	68 
885	59 
886	46 
887	52 
888	26 
889	22 
890	26 
891	96 
892	68 
893	37 
894	21 
895	68 
896	6 
897	77 
898	51 
899	54 
900	94 
901	9 
902	73 
903	49 
904	35 
905	63 
906	58 
907	79 
908	36 
909	37 
910	6 
911	72 
912	91 
913	14 
914	9 
915	11 
916	3 
917	29 
918	39 
919	35 
920	79 
921	20 
922	33 
923	30 
924	89 
925	88 
926	58 
927	28 
928	44 
929	26 
930	9 
931	3 
932	84 
933	88 
934	57 
935	46 
936	56 
937	30 
938	96 
939	73 
940	71 
941	82 
942	83 
943	71 
944	37 
945	3 
946	77 
947	75 
948	41 
949	64 
950	37 
951	3 
952	48 
953	33 
954	81 
955	95 
956	35 
957	92 
958	14 
959	29 
960	76 
961	46 
962	18 
963	14 
964	71 
965	74 
966	65 
967	23 
968	34 
969	28 
970	75 
971	64 
972	22 
973	51 
974	20 
975	77 
976	4 
977	7 
978	66 
979	14 
980	76 
981	78 
982	33 
983	35 
984	47 
985	81 
986	91 
987	44 
988	88 
989	71 
990	10 
991	45 
992	76 
993	45 
994	96 
995	30 
996	67 
997	26 
998	37 
999	82 
1000	62 
1001	65 
1002	57 
1003	15 
1004	87 
1005	3 
1006	10 
1007	49 
1008	39 
1009	47 
1010	9 
1011	11 
1012	42 
1013	94 
1014	13 
1015	10 
1016	92 
1017	18 
1018	33 
1019	21 
1020	12 
1021	60 
1022	3 
1023	88 
1024	41 
1025	83 
1026	92 
1027	6 
1028	77 
1029	19 
1030	55 
1031	21 
1032	21 
1033	86 
1034	35 
1035	9 
1036	39 
1037	57 
1038	79 
1039	43 
1040	75 
1041	45 
1042	11 
1043	20 
1044	43 
1045	72 
1046	16 
1047	57 
1048	83 
1049	79 
1050	70 
1051	49 
1052	3 
1053	43 
1054	30 
1055	7 
1056	80 
1057	32 
1058	21 
1059	21 
1060	1 
1061	11 
1062	9 
1063	39 
1064	56 
1065	71 
1066	17 
1067	90 
1068	96 
1069	9 
1070	83 
1071	27 
1072	55 
1073	8 
1074	45 
1075	10 
1076	45 
1077	76 
1078	65 
1079	92 
1080	74 
1081	91 
1082	10 
1083	25 
1084	35 
1085	30 
1086	79 
1087	5 
1088	42 
1089	64 
1090	51 
1091	26 
1092	72 
1093	96 
1094	85 
1095	5 
1096	68 
1097	29 
1098	42 
1099	32 
1100	73 
1101	37 
1102	78 
1103	59 
1104	80 
1105	4 
1106	69 
1107	76 
1108	31 
1109	86 
1110	73 
1111	83 
1112	94 
1113	18 
1114	83 
1115	92 
1116	71 
1117	66 
1118	25 
1119	17 
1120	15 
1121	7 
1122	88 
1123	63 
1124	92 
1125	86 
1126	45 
1127	13 
1128	61 
1129	41 
1130	73 
1131	93 
1132	89 
1133	14 
1134	47 
1135	14 
1136	15 
1137	11 
1138	51 
1139	67 
1140	76 
1141	86 
1142	37 
1143	69 
1144	20 
1145	71 
1146	57 
1147	66 
1148	2 
1149	65 
1150	83 
1151	46 
1152	55 
1153	9 
1154	18 
1155	16 
1156	48 
1157	32 
1158	75 
1159	1 
1160	58 
1161	23 
1162	61 
1163	59 
1164	18 
1165	83 
1166	53 
1167	39 
1168	83 
1169	71 
1170	40 
1171	76 
1172	30 
1173	79 
1174	59 
1175	66 
1176	79 
1177	3 
1178	59 
1179	40 
1180	44 
1181	79 
1182	9 
1183	89 
1184	80 
1185	32 
1186	64 
1187	9 
1188	27 
1189	11 
1190	77 
1191	21 
1192	43 
1193	23 
1194	30 
1195	37 
1196	17 
1197	3 
1198	60 
1199	76 
1200	76 
1201	69 
1202	41 
1203	49 
1204	82 
1205	49 
1206	49 
1207	40 
1208	36 
1209	61 
1210	26 
1211	45 
1212	85 
1213	66 
1214	26 
1215	46 
1216	53 
1217	9 
1218	44 
1219	10 
1220	2 
1221	54 
1222	26 
1223	65 
1224	36 
1225	35 
1226	71 
1227	55 
1228	38 
1229	58 
1230	7 
1231	87 
1232	47 
1233	52 
1234	75 
1235	47 
1236	10 
1237	18 
1238	61 
1239	23 
1240	83 
1241	9 
1242	85 
1243	4 
1244	20 
1245	10 
1246	58 
1247	48 
1248	10 
1249	47 
1250	35 
1251	58 
1252	94 
1253	46 
1254	76 
1255	25 
1256	12 
1257	85 
1258	38 
1259	48 
1260	51 
1261	10 
1262	53 
1263	85 
1264	77 
1265	63 
1266	63 
1267	76 
1268	88 
1269	39 
1270	75 
1271	3 
1272	53 
1273	66 
1274	46 
1275	41 
1276	56 
1277	90 
1278	9 
1279	64 
1280	42 
1281	81 
1282	31 
1283	28 
1284	20 
1285	16 
1286	74 
1287	86 
1288	11 
1289	12 
1290	10 
1291	50 
1292	32 
1293	14 
1294	24 
1295	79 
1296	77 
1297	71 
1298	21 
1299	83 
1300	37 
1301	15 
1302	63 
1303	3 
1304	54 
1305	85 
1306	33 
1307	18 
1308	51 
1309	66 
1310	61 
1311	51 
1312	89 
1313	23 
1314	79 
1315	14 
1316	35 
1317	72 
1318	61 
1319	11 
1320	30 
1321	82 
1322	95 
1323	21 
1324	44 
1325	89 
1326	13 
1327	78 
1328	58 
1329	20 
1330	93 
1331	54 
1332	92 
1333	46 
1334	92 
1335	35 
1336	75 
1337	29 
1338	96 
1339	77 
1340	11 
1341	33 
1342	44 
1343	83 
1344	52 
1345	85 
1346	17 
1347	77 
