1	2980 
2	2792 
3	1124 
4	3443 
5	650 
6	3006 3061 3462 
7	919 
8	527 887 3867 
9	1761 2592 2617 
10	1034 2452 2925 
11	1034 2160 2857 
12	305 1224 3014 
13	1079 
14	12 1428 3603 
15	2124 
16	1600 
17	540 
18	1750 3279 3936 
19	2120 
20	85 2671 3676 
21	1868 2514 3122 
22	430 
23	843 
24	909 3530 3573 
25	2450 
26	3575 
27	3867 
28	391 2462 3180 
29	746 
30	320 
31	49 3675 3903 
32	1761 2268 2506 
33	88 
34	3086 3723 3843 
35	242 476 2996 
36	637 2210 2775 
37	803 
38	217 1241 3780 
39	2455 
40	336 1414 1910 
41	598 
42	398 2333 2614 
43	478 1551 3611 
44	1132 
45	1708 1776 2721 
46	2442 
47	972 1417 3397 
48	3544 
49	55 1610 3311 
50	236 909 1358 
51	1164 
52	81 882 3680 
53	669 2028 2581 
54	578 
55	59 2409 3153 
56	324 
57	476 
58	635 1432 1441 
59	145 2215 3063 
60	3151 
61	1752 
62	363 3065 3844 
63	625 1284 2002 
64	2750 
65	1716 
66	261 516 2687 
67	867 1349 3271 
68	1175 1914 3896 
69	159 
70	1451 1499 2013 
71	128 2221 2653 
72	3507 
73	1306 1835 2460 
74	467 1802 3412 
75	2894 
76	2041 2471 2867 
77	386 
78	3043 
79	839 1265 3109 
80	197 930 3509 
81	233 1016 2332 
82	625 981 2327 
83	292 1827 2515 
84	1541 
85	1587 3287 3363 
86	867 2247 3726 
87	1642 
88	1236 
89	788 3338 3420 
90	1252 
91	2974 
92	1205 1457 1795 
93	601 
94	1382 
95	1531 2533 3380 
96	3460 
97	257 
98	526 813 1902 
99	1892 
100	544 651 3558 
101	1604 
102	3957 
103	1350 2060 3269 
104	934 
105	1895 2946 3655 
106	2413 2913 2929 
107	323 1519 2188 
108	3752 
109	1018 1836 3318 
110	409 1793 3619 
111	2840 
112	272 
113	1835 1960 2034 
114	1009 
115	428 2701 2972 
116	727 1391 2216 
117	2715 
118	2501 
119	419 1274 3113 
120	845 
121	2018 2521 2864 
122	3907 
123	952 1487 3061 
124	412 1546 3435 
125	1380 
126	962 
127	1545 
128	2269 
129	54 3906 3945 
130	1481 
131	826 2206 2574 
132	1603 1856 3814 
133	2797 
134	2845 
135	3894 
136	1347 1387 3177 
137	509 
138	1910 3514 3574 
139	782 1174 2525 
140	1513 2868 3889 
141	1537 
142	3938 
143	1344 
144	1300 3663 3990 
145	1142 
146	1964 
147	1059 
148	2535 
149	204 492 2858 
150	218 1515 1633 
151	964 1459 3041 
152	1922 
153	1008 1900 3611 
154	220 
155	1265 2457 3702 
156	611 1518 1537 
157	51 1336 2923 
158	2127 2927 3164 
159	581 
160	1394 
161	3113 
162	757 1938 3386 
163	344 552 2645 
164	297 
165	1142 1295 2000 
166	633 
167	1545 1973 3769 
168	3865 
169	2703 
170	10 1685 2597 
171	2338 3069 3542 
172	405 1213 1353 
173	94 2678 3474 
174	106 1123 3745 
175	1539 
176	3940 
177	269 891 2670 
178	151 2044 3721 
179	1864 2422 3043 
180	2140 2211 3906 
181	2835 2872 3598 
182	2394 
183	693 1531 3269 
184	3435 
185	2361 
186	896 
187	2301 
188	364 1275 2076 
189	637 
190	1616 2436 3267 
191	513 930 2550 
192	3868 
193	2831 
194	4008 
195	259 
196	274 1470 2898 
197	2838 
198	2765 
199	804 
200	1508 
201	1485 1967 1987 
202	87 
203	1580 1622 3745 
204	229 280 1894 
205	349 1382 2304 
206	637 
207	826 
