1	1051 
2	989 
3	287 
4	787 
5	474 
6	1213 
7	97 
8	300 
9	1406 
10	348 
11	639 
12	1384 
13	521 909 1126 
14	494 620 1339 
15	453 
16	446 
17	1355 
18	590 
19	1277 
20	28 
21	27 645 1007 
22	843 
23	568 
24	1214 
25	251 
26	737 
27	527 
28	474 
29	481 
30	1402 
31	1396 
32	1165 
33	737 
34	1036 
35	859 
36	90 378 956 
37	57 
38	535 
39	967 
40	1086 
41	1359 
42	1313 
43	1054 
44	260 
45	752 
46	1427 
47	1186 
48	692 
49	832 
50	145 326 1062 
51	1277 
52	70 119 1051 
53	794 
54	941 
55	1348 
56	488 
57	1084 
58	326 
59	811 
60	946 
61	1394 
62	769 
63	113 208 434 
64	363 
65	545 
66	602 
67	1391 
68	461 
69	961 
70	673 
71	534 
72	1165 1195 1213 
73	398 1167 1378 
74	983 
75	309 
76	1313 
77	497 
78	1045 
79	419 
80	611 
81	121 789 998 
82	725 
83	646 790 1329 
84	148 
85	1171 
86	193 
87	1264 
88	979 
89	340 
90	922 
91	976 
92	523 826 1204 
93	1431 
94	714 
95	1258 
96	1335 
97	1280 
98	19 
99	222 262 1441 
100	614 
101	463 
102	13 370 1279 
103	771 
104	1318 
105	1389 
106	332 894 1172 
107	969 1008 1099 
108	1317 
109	1335 
110	660 754 1309 
111	790 
112	484 
113	39 
114	640 
115	123 
116	225 
117	257 
118	904 1096 1258 
119	1325 
120	1281 
121	28 
122	1351 
123	790 801 1297 
124	523 
125	509 
126	1374 
127	1102 
128	1357 
129	816 
130	1339 
131	1203 
132	101 647 1313 
133	848 906 1199 
134	737 
135	1246 
136	1249 
137	1210 
138	1241 
139	239 568 893 
140	100 
141	1311 
142	445 
143	119 127 1417 
144	168 
145	360 
146	72 274 1362 
147	1215 
148	495 
149	275 
150	755 
151	219 790 918 
152	1115 
153	785 1041 1394 
154	371 858 1347 
155	894 1137 1354 
156	585 
157	991 
158	563 
159	1077 
160	276 
161	527 
162	453 
163	985 
164	260 
165	1149 
166	52 
167	704 
168	727 
169	1346 
170	563 
171	1064 
172	797 
173	423 
174	447 
175	278 501 867 
176	994 
177	500 1186 1211 
178	332 
179	130 1163 1421 
180	514 
181	122 258 791 
182	867 966 1010 
183	1243 
184	311 
185	1268 
186	685 
187	60 
188	764 948 967 
189	139 
190	728 815 1147 
191	76 
192	654 
193	33 243 865 
194	617 
195	43 
196	604 
197	480 
198	96 783 1313 
199	497 
200	983 
201	1018 
202	1287 
203	772 
204	289 
205	901 
206	196 
207	1209 
208	614 648 1209 
209	1066 
210	31 900 1092 
211	1114 
212	750 
213	949 
214	461 
215	1371 
216	1336 
217	136 
218	667 
219	129 
220	322 
221	135 
222	553 
223	308 894 1052 
224	449 
225	739 943 1224 
226	847 
227	433 
228	1419 
229	36 
230	950 
231	1183 
232	350 599 921 
233	1075 
234	241 
235	1247 
236	103 129 498 
237	1000 
238	271 327 486 
239	1272 
240	853 
241	1280 
242	86 648 834 
243	1133 
244	1288 
245	1375 
246	49 
247	480 
248	30 
249	1110 
250	1287 
251	1348 
252	1252 
253	1118 1137 1356 
254	206 750 1143 
255	971 
256	656 
257	461 
258	1433 
259	106 462 514 
260	694 
261	190 
262	1440 
263	1284 
264	693 
265	153 
266	812 
267	587 
268	408 1276 1433 
269	659 
270	1023 
271	1429 
272	238 
273	167 1137 1442 
274	601 788 1222 
275	1391 
276	122 241 332 
277	1229 
278	248 
279	96 
280	684 
281	996 
282	570 
283	393 422 1432 
284	1416 
285	796 
286	1372 
287	1005 
288	421 
289	162 
