1	2622 
2	121 
3	1111 2951 3606 
4	136 572 3631 
5	859 1094 3609 
6	469 1279 3027 
7	461 486 3524 
8	1240 2058 3582 
9	775 
10	846 1497 2671 
11	793 
12	406 1140 2933 
13	2699 
14	3171 
15	185 287 2277 
16	2357 
17	1706 2634 3458 
18	2341 
19	2004 2037 2608 
20	2724 
21	1034 
22	206 1471 3484 
23	1561 
24	2794 
25	887 
26	373 2458 2817 
27	2190 2339 3586 
28	482 1408 2208 
29	887 
30	761 944 2963 
31	795 
32	2357 2691 3505 
33	2153 
34	1289 1520 1990 
35	4 733 1190 
36	7 
37	395 872 3535 
38	3515 
39	3045 
40	474 1223 2873 
41	903 1274 1698 
42	501 1950 3583 
43	1897 2617 3633 
44	805 2288 3162 
45	849 1139 1568 
46	607 1568 2068 
47	1096 
48	1132 1304 2463 
49	36 
50	1174 
51	699 2343 2533 
52	2444 
53	2915 
54	811 837 3352 
55	634 2987 3316 
56	1936 2035 3369 
57	2514 
58	223 1130 2337 
59	821 992 2797 
60	2203 
61	293 323 1424 
62	227 3106 3517 
63	351 707 1283 
64	2176 
65	106 828 3144 
66	1366 3097 3158 
67	2662 
68	3298 
69	2612 2953 3040 
70	2154 
71	3420 
72	866 
73	2911 
74	890 1107 1167 
75	1418 
76	1950 
77	351 
78	1054 2541 2601 
79	741 
80	1419 2649 3396 
81	1883 
82	3148 
83	3225 
84	954 
85	783 2660 3569 
86	2711 
87	709 
88	1153 
89	2824 
90	3348 
91	2027 
92	721 1328 2321 
93	1530 
94	1266 
95	678 1030 3429 
96	1570 2772 3598 
97	287 
98	139 300 3037 
99	162 2399 2936 
100	1504 
101	236 865 2956 
102	114 
103	368 1779 2964 
104	1633 
105	1458 
106	1545 1855 1889 
107	2865 
108	883 
109	1414 
110	363 1279 1723 
111	452 1774 3478 
112	200 3050 3246 
113	1216 
114	861 1022 3462 
115	3018 
116	2315 3582 3623 
117	638 792 1599 
118	2750 
119	2173 
120	478 793 944 
121	1088 1387 2703 
122	100 1741 3324 
123	1089 
124	510 2577 2878 
125	1665 
126	1069 1719 3485 
127	1655 2195 3476 
128	2267 
129	716 
130	2670 
131	1373 
132	3120 
133	1794 
134	1265 
135	277 
136	617 
137	2627 
138	642 2030 3188 
139	770 
140	1781 
141	739 
142	1225 
143	876 1171 2403 
144	2496 
145	2691 
146	1054 
147	1837 
148	534 1226 3211 
149	1861 2175 2580 
150	1089 1366 1629 
151	346 2860 3426 
152	2676 
153	737 2061 3003 
154	210 1140 3284 
155	2195 
156	397 2453 3631 
157	998 1168 3632 
158	237 
159	877 1292 1468 
160	91 2533 3285 
161	137 
162	1588 1633 2565 
163	1947 2621 2739 
164	1489 1752 2839 
165	1997 2662 3239 
166	2911 
167	1812 
168	300 1605 2219 
169	1623 
170	1472 1962 2622 
171	868 1315 2377 
172	1442 
173	2391 
174	1032 
175	1628 1680 3223 
176	1857 2690 3384 
177	1697 
178	349 402 2313 
179	1419 
180	2800 
181	3631 
182	1553 3563 3618 
183	193 1301 2601 
184	1373 
185	3040 
186	715 1448 1581 
187	1038 2006 2625 
188	122 1562 2131 
189	2631 
190	3360 
191	93 
192	239 
193	3328 
194	301 2432 3272 
195	829 
196	2584 
197	702 873 2264 
198	2585 2611 3625 
199	2669 3001 3298 
200	1193 
201	2094 2167 2293 
202	1916 3269 3313 
203	2790 
204	135 358 2441 
205	1700 1757 2494 
206	327 
207	2686 
208	1452 2406 2426 
209	45 
210	84 407 2262 
211	1091 2606 3158 
212	1314 2402 3217 
213	888 2195 3514 
214	1843 2143 2686 
215	3215 
216	2046 2093 2396 
217	1057 2430 2893 
218	2560 
219	219 
220	3322 
221	120 
222	550 
223	3445 
224	861 1506 1548 
225	491 2983 3625 
226	269 
227	3038 
228	2576 
229	1471 2094 2663 
230	1324 
231	922 
232	1425 2525 3320 
233	3357 
234	336 1567 3218 
235	1936 2268 2383 
236	3521 
237	1385 1883 2841 
238	1268 
239	676 1107 3435 
240	3439 
241	887 
242	2765 
243	1569 
244	1004 
245	2370 
246	2 
247	31 
248	1482 2909 3460 
249	1917 
250	10 11 2522 
251	463 
252	2437 2937 3538 
253	3213 
254	54 558 3031 
255	954 
256	46 3078 3315 
257	3475 
258	3362 
259	1258 
260	2144 
261	1470 
262	2998 
263	2006 
264	3565 
265	2905 
266	359 
267	2036 
268	2 721 1412 
269	386 
270	899 1310 2836 
271	2102 
272	1618 2805 2823 
273	1909 
274	2307 
275	1883 
276	348 2042 2823 
277	2906 3187 3619 
278	271 1620 2998 
279	2038 
280	1587 
281	2350 
282	2042 
283	1300 2402 3367 
284	458 1214 3525 
285	1507 
286	2747 
287	2959 2991 3559 
288	1751 
289	1569 
290	1890 
291	505 1521 3361 
292	1265 1290 2034 
293	412 510 1826 
294	1767 2416 3338 
295	1139 
296	1405 
297	1627 1634 2479 
298	1662 
299	1547 
300	3348 
301	598 
302	246 712 2522 
303	3315 
304	826 
305	17 
306	2360 
307	87 
308	380 
309	1130 
310	970 1793 2618 
311	2647 
312	139 1472 2884 
313	1567 
314	2246 
315	968 2178 2651 
316	2234 
317	3592 
318	1385 
319	589 917 3509 
320	1392 
321	2102 
322	2623 
323	53 2216 2555 
324	67 618 744 
325	483 3412 3567 
326	537 631 642 
327	3486 
328	501 
329	1726 
330	2897 
331	1219 
332	478 741 3242 
333	381 
334	256 410 906 
335	2324 
336	1427 
337	1546 1738 3300 
338	3604 
339	1214 
340	737 2073 2570 
341	3544 
342	2253 2563 3109 
343	2674 
344	349 625 2073 
345	1528 
346	1528 
347	331 1689 3064 
348	350 
349	2843 
350	1899 
351	170 1977 2304 
352	310 1043 1481 
353	1965 
354	839 
355	1382 2006 2541 
356	915 2490 2762 
357	1827 
358	2775 
359	658 
360	1115 
361	2204 
362	2904 
363	101 1137 1626 
364	3063 
365	1805 2490 2877 
366	912 
367	318 1078 2893 
368	3006 
369	362 
370	1153 1288 1468 
371	1350 1671 2611 
372	2714 
373	277 608 2008 
374	82 2681 3496 
375	3408 
376	1206 2497 2929 
377	3405 
378	478 1344 2053 
379	2629 
380	1824 2359 3431 
381	2491 
382	1023 
383	176 1190 2084 
384	439 1677 2150 
385	481 944 1334 
386	1669 1679 3502 
387	1362 
388	2774 3020 3631 
389	2292 
390	1173 
391	1878 
392	1161 
393	1394 2094 2620 
394	1920 1976 2999 
395	444 2436 2708 
396	740 
397	1769 
398	311 944 1150 
399	1314 
400	2423 
401	582 1729 2561 
402	1280 
403	3237 
404	122 
405	1485 
406	723 
407	1027 3078 3404 
408	184 388 3445 
409	416 1160 2720 
410	1155 1755 2050 
411	3311 
412	823 3016 3102 
413	790 2406 2511 
414	1785 2675 3060 
415	525 793 1072 
416	3285 
417	2152 
418	2642 3007 3074 
419	350 
420	298 
421	1254 2799 3601 
422	34 
423	416 987 1792 
424	1883 2426 3520 
425	15 
426	773 1003 1646 
427	570 
428	1061 
429	1239 2026 3279 
430	2281 3083 3084 
431	2690 
432	142 
433	2859 
434	525 1130 3413 
435	3242 
436	112 511 1215 
437	633 902 2938 
438	441 1526 3094 
439	534 815 1369 
440	2820 2982 3245 
441	3212 
442	759 
443	779 2349 3068 
444	1228 
445	1124 
446	1661 
447	254 732 1037 
448	1403 2693 2817 
449	620 2934 2956 
450	1834 
451	558 1628 2191 
452	2336 
453	258 
454	3334 
455	2420 
456	74 2664 3314 
457	3592 
458	350 3347 3387 
459	905 2005 2229 
460	1205 
461	634 1161 1924 
462	10 2584 3227 
463	663 1155 2835 
464	2313 
465	140 
466	242 1401 2849 
467	2677 
468	1098 1277 1435 
469	1895 
470	1856 
471	559 
472	163 
473	870 
474	1776 2335 3349 
475	1646 
476	2626 
477	1503 
478	995 
479	3032 
480	715 
481	287 
482	1608 
483	129 760 2568 
484	3105 
485	1710 2278 3103 
486	2962 
487	2537 
488	1765 
489	1280 
490	1677 2620 3510 
491	639 2329 3525 
492	2600 
493	1661 1824 2784 
494	2223 
495	95 1499 3510 
496	618 
497	1242 2060 2764 
498	1307 2565 2817 
499	877 2195 2677 
500	1708 2504 3342 
501	1507 
502	441 1259 2823 
503	402 3057 3247 
504	2855 
505	3169 
506	2857 
507	3310 
508	3610 
509	564 1009 3446 
510	3389 
511	2805 
512	1120 3195 3227 
513	3633 
514	1264 
515	2154 2500 3449 
516	1193 1978 2906 
517	1852 
518	2510 
519	1148 
520	2736 
521	1250 2591 3607 
522	670 885 901 
523	3424 
524	915 
525	323 451 1770 
526	1602 2609 2977 
527	332 3041 3429 
528	260 590 2692 
529	169 2760 2774 
530	1713 
531	450 2087 2255 
532	613 1646 2903 
533	1913 2719 2805 
534	715 1355 1729 
535	3221 
536	1519 2669 2991 
537	1772 
538	420 1898 2596 
539	3273 
540	233 1780 3363 
541	2289 
542	3032 
543	1975 
544	596 738 2432 
545	2797 
546	1519 2520 2969 
547	727 
548	3214 
549	909 
550	1540 
551	2461 2651 3575 
552	989 
553	402 1466 2141 
554	2772 
555	259 747 2189 
556	13 
557	906 1799 3612 
558	176 942 1855 
559	407 
560	487 903 3546 
561	826 2421 3333 
562	2881 
563	2406 
564	1343 
565	271 
566	445 2311 3338 
567	1640 2790 3185 
568	947 1197 3287 
569	552 2130 3614 
570	665 990 1522 
571	228 1995 2058 
572	618 
573	1154 
574	3607 
575	2788 
576	1399 1680 2052 
577	2032 
578	222 
579	589 
580	634 
581	3599 
582	2054 
583	2605 
584	1879 
585	704 
586	1201 1751 2432 
587	1170 
588	2037 
589	483 1287 3118 
590	646 2530 3632 
591	2048 
592	2958 
593	3353 
594	1936 
595	1196 2653 3074 
596	2954 
597	1478 
598	2738 2944 3423 
599	70 186 347 
600	446 1957 3369 
601	391 437 2533 
602	974 
603	1054 1649 3309 
604	198 
605	211 985 2970 
606	746 1575 2558 
607	1953 
608	515 2959 3377 
609	146 723 2848 
610	639 
611	1366 2004 2951 
612	1218 1709 3243 
613	1167 1359 2601 
614	1451 
615	3545 
616	79 2654 2912 
617	783 1246 3428 
618	1254 2415 2579 
619	1997 
620	2463 3247 3621 
621	1271 
622	70 
623	520 1482 3595 
624	824 1052 2189 
625	1295 2150 2769 
626	1281 
627	3461 
628	486 
629	2936 
630	2144 
631	85 377 2592 
632	2398 
633	2212 2560 2706 
634	2477 
635	124 702 1995 
636	1919 
637	2359 2370 2445 
638	968 
639	2122 3014 3410 
640	167 1160 1903 
641	1694 
642	3325 
643	937 1709 2912 
644	806 
645	2533 
646	410 1118 1940 
647	1543 1613 2976 
648	2010 
649	982 2838 3406 
650	1789 1955 2533 
651	189 1046 1145 
652	241 1458 2708 
653	1293 1596 3615 
654	1429 3105 3370 
655	933 
656	2720 
657	2911 
658	2641 
659	3534 
660	1586 
661	2109 
662	1517 2659 3459 
663	653 1231 3138 
664	2191 
665	858 3264 3518 
666	2443 3099 3309 
667	186 518 3459 
668	1397 
669	2137 
670	1009 1088 1468 
671	1723 
672	802 2553 3345 
673	1846 
674	2564 2635 3630 
675	1097 1673 3328 
676	3266 
677	3572 
678	482 
679	2954 
680	2518 
681	1003 
682	417 2732 2752 
683	1684 2024 3136 
684	1141 
685	3147 
686	2753 
687	2670 
688	2135 2789 3246 
689	685 1015 2848 
690	565 
691	1212 3243 3400 
692	1839 
693	1014 
694	2044 
695	2201 
696	1646 
697	123 910 1413 
698	1817 
699	2483 
700	2947 
701	774 2635 3039 
702	15 396 3458 
703	3123 
704	754 
705	1052 
706	1453 
707	256 399 755 
708	1115 
709	140 
710	756 1962 3609 
711	1589 
712	1307 
713	1215 3126 3198 
714	2136 
715	463 3175 3314 
716	231 1247 1599 
717	522 
718	2418 
719	306 1395 1587 
720	213 
721	1520 
722	3357 
723	2372 
724	780 3083 3148 
725	1307 
726	1287 2244 3027 
727	21 
728	2885 
729	730 1843 2008 
730	2449 
731	1073 
732	2563 
733	954 2261 3475 
734	3154 
735	1607 1700 2294 
736	1902 
737	806 2713 3615 
738	133 2450 3383 
739	1567 2164 3595 
740	1258 
741	61 608 1702 
742	1153 
743	857 1011 2095 
744	1144 
745	2314 
746	37 
747	1367 
748	1126 1471 3227 
749	2754 
750	1000 1707 1911 
751	787 1460 1601 
752	2459 
753	632 905 2100 
754	2012 
755	2393 
756	1279 
757	395 951 1165 
758	339 1557 3008 
759	1913 
760	21 1150 1902 
761	2622 
762	271 
763	1712 3312 3352 
764	2281 
765	1074 2069 2416 
766	985 
767	1031 
768	1635 
769	2054 
770	346 598 1218 
771	2749 
772	1574 2012 2693 
773	1487 2954 3176 
774	1294 
775	1700 
776	899 1627 3536 
777	894 
778	691 1064 1437 
779	414 1342 3619 
780	1382 2553 3583 
781	1676 
782	547 
783	552 1868 2687 
784	3118 
785	1793 2670 2928 
786	2643 2990 3517 
787	2600 3547 3563 
788	395 514 2253 
789	1422 2456 3580 
790	3284 
791	257 
792	369 1067 1284 
793	2806 
794	1112 1845 3485 
795	449 2298 2846 
796	3149 
797	1805 
798	1941 2189 2598 
799	617 
800	2316 
801	2112 2608 3080 
802	1529 
803	528 778 2432 
804	2160 
805	1337 1477 1521 
806	2984 
807	1802 
808	2641 
809	894 
810	429 767 784 
811	2179 
812	1181 
813	1046 
814	566 
815	2711 
816	1802 
817	1069 
818	1457 
819	1193 
820	1664 1937 3187 
821	2871 
822	200 598 2040 
823	2805 
824	909 2251 2265 
825	488 520 1071 
826	1703 
827	864 1322 3359 
828	167 1321 2218 
829	1526 
830	2706 
831	121 
832	3058 
833	96 578 3053 
834	942 2885 3147 
835	1951 2274 3102 
836	3219 
837	1735 
838	1436 
839	984 
840	2740 
841	1281 
842	544 1740 3421 
843	1921 2385 3352 
844	741 1409 2857 
845	196 1168 3575 
846	1587 2042 2303 
847	2726 
848	1984 2432 3176 
849	2749 
850	1246 2208 2332 
851	681 2971 3631 
852	1865 2904 3566 
853	1293 
854	2532 
855	1509 1729 2418 
856	2572 
857	1670 2090 2410 
858	992 3242 3458 
859	3140 
860	174 368 2711 
861	22 
862	670 2824 3166 
863	15 
864	211 1827 2101 
865	1709 
866	1554 
867	787 2521 3248 
868	838 3025 3437 
869	491 3061 3256 
870	2054 
871	1974 
872	119 2977 3299 
873	861 
874	1521 2278 3256 
875	1946 
876	774 1553 2877 
877	1430 
878	1155 
879	751 2422 2703 
880	438 
881	1000 
882	1196 
883	1146 
884	2534 
885	555 2909 3061 
886	1332 2213 2348 
887	1331 2231 2370 
888	1863 
889	59 1011 2208 
890	1879 
891	3214 
892	1601 
893	983 
894	1360 
895	354 1555 2577 
896	212 
897	1040 
898	720 2052 2322 
899	854 
900	21 
901	482 979 2883 
902	2515 3003 3408 
903	1425 
904	3612 
905	700 
906	82 2093 2405 
907	1450 
908	1493 2039 3196 
909	1123 
910	1405 
911	583 2910 3069 
912	81 1275 2600 
913	2159 
914	3088 
915	1954 3166 3385 
916	2164 
917	3488 
918	1831 
919	1447 1987 2566 
920	618 777 3075 
921	1553 
922	562 
923	112 200 2985 
924	1204 
925	2099 
926	933 
927	466 
928	123 
929	3475 
930	2069 
931	241 
932	3609 
933	1582 1618 2356 
934	3154 
935	1954 3055 3569 
936	1576 2180 2616 
937	2406 
938	659 
939	1296 
940	894 1680 3177 
941	1638 
942	617 769 985 
943	1675 
944	2652 
945	816 2824 3514 
946	1380 1512 2487 
947	2323 
948	2808 
949	2408 
950	432 508 1482 
951	608 
952	1200 
953	549 
954	781 
955	1314 
956	507 
957	2248 2977 3045 
958	333 743 1851 
959	1337 2594 2951 
960	1192 
961	2898 
962	3165 
963	2367 
964	643 1672 3477 
965	894 
966	407 2144 2365 
967	848 1400 3553 
968	2692 
969	2421 
970	3129 
971	11 
972	3069 
973	3019 
974	719 1331 2023 
975	929 
976	1110 
977	2582 
978	138 2570 2816 
979	142 
980	855 
981	1745 
982	2564 
983	652 
984	1171 
985	2033 3073 3114 
986	627 
987	1031 1165 2432 
988	1309 
989	2182 2703 2863 
990	1962 
991	2306 
992	124 
993	3508 
994	3337 
995	1147 1829 2394 
996	1804 
997	2227 
998	351 
999	275 727 772 
1000	899 
1001	1174 2468 3045 
1002	1191 1547 2392 
1003	1162 
1004	3618 
1005	1594 
1006	444 2791 2905 
1007	3304 
1008	2907 
1009	3528 
1010	3499 
1011	877 
1012	259 
1013	123 
1014	1200 
1015	3482 
1016	2145 2653 3019 
1017	2653 
1018	1058 
1019	2913 
1020	498 2495 2977 
1021	261 2564 3171 
1022	1338 1676 3019 
1023	2981 
1024	767 2774 3593 
1025	423 906 1875 
1026	813 862 2966 
1027	1304 
1028	944 
1029	2467 3282 3459 
1030	3590 
1031	198 
1032	1933 
1033	2114 
1034	1940 2143 2474 
1035	2966 
1036	1819 2464 3556 
1037	2136 
1038	2323 
1039	124 1772 3269 
1040	414 
1041	2134 2821 3069 
1042	210 256 764 
1043	469 1383 2686 
1044	869 2298 2300 
1045	1354 
1046	2195 2327 3188 
1047	1414 1905 3252 
1048	435 2246 2986 
1049	549 1295 2292 
1050	1825 2067 3195 
1051	2360 
1052	1616 1796 2711 
1053	491 766 836 
1054	3145 
1055	373 762 1471 
1056	131 2920 3185 
1057	155 423 2637 
1058	2168 
1059	767 2678 3284 
1060	1729 
1061	437 2680 3558 
1062	1386 
1063	2093 
1064	41 2148 3365 
1065	976 
1066	3026 
1067	987 
1068	1248 2208 2362 
1069	1095 2457 2585 
1070	2729 
1071	85 2190 2722 
1072	1450 1643 1678 
1073	1218 1228 3516 
1074	27 2236 2852 
1075	77 1967 2816 
1076	2097 
1077	2399 
1078	2814 
1079	2548 
1080	1687 
1081	1642 
1082	3256 
1083	3316 
1084	2910 
1085	3033 
1086	3573 
1087	2385 
1088	213 
1089	1003 
1090	860 2130 3201 
1091	1282 1987 2998 
1092	1457 
1093	2288 
1094	1111 
1095	383 2517 3628 
1096	2214 
1097	652 2039 2483 
1098	2315 
1099	762 3159 3416 
1100	52 
1101	1786 
1102	738 
1103	1569 1803 3429 
1104	3184 
1105	977 1189 3116 
1106	1817 
1107	2401 2849 3043 
1108	3081 
1109	593 981 2652 
1110	1574 
1111	2633 3038 3330 
1112	3027 
1113	1606 
1114	337 
1115	1192 
1116	3259 
1117	1520 
1118	1305 
1119	1565 3240 3618 
1120	2620 
1121	456 1827 3322 
1122	260 
1123	1421 1607 2330 
1124	1414 
1125	2635 2849 3487 
1126	2755 
1127	1685 3511 3600 
1128	741 2587 2761 
1129	1522 2432 3117 
1130	2996 
1131	417 1590 2464 
1132	2542 
1133	2523 
1134	3219 
1135	3032 
1136	852 
1137	1557 
1138	2771 
1139	759 
1140	138 1422 1682 
1141	2223 
1142	1244 2168 3355 
1143	3237 
1144	2314 
1145	1422 
1146	820 2521 3049 
1147	698 1159 1386 
1148	2494 
1149	2409 
1150	1275 
1151	2440 
1152	48 
1153	3417 
1154	1870 
1155	1903 
1156	2332 
1157	926 
1158	147 1841 3462 
1159	1596 
1160	249 2687 3286 
1161	956 
1162	677 1286 3123 
1163	2634 
1164	399 
1165	3239 3347 3421 
1166	3366 
1167	3531 
1168	2072 2263 2378 
1169	2444 
1170	1017 2341 2865 
1171	2566 
1172	643 
1173	1242 2021 2126 
1174	1871 
1175	196 914 1351 
1176	617 1533 2829 
1177	1332 
1178	1779 2462 3002 
1179	1102 1929 2348 
1180	1244 
1181	129 
1182	3253 
1183	2611 
1184	2148 
1185	309 1846 3602 
1186	2294 2759 3602 
1187	2398 
1188	2828 
1189	1271 
1190	1140 1988 3390 
1191	786 2924 3060 
1192	1213 1989 3406 
1193	149 751 2067 
1194	547 578 2649 
1195	449 525 1690 
1196	287 1524 3486 
1197	3225 
1198	3513 
1199	850 
1200	2078 3094 3480 
1201	1287 
1202	2693 
1203	3260 
1204	821 
1205	2398 
1206	710 1051 2089 
1207	1812 
1208	785 1037 3581 
1209	1399 2932 3367 
1210	2481 
1211	1648 2006 3243 
1212	1723 
1213	132 2158 2854 
1214	2036 
1215	1071 1699 3426 
1216	2474 
1217	986 
1218	512 1885 3002 
1219	524 
1220	239 835 2647 
1221	462 1713 3162 
1222	347 
1223	3417 
1224	69 3169 3601 
1225	3282 
1226	466 528 1262 
1227	1170 
1228	52 74 3349 
1229	1670 
1230	587 1893 2141 
1231	3288 
1232	3202 
1233	407 1513 3224 
1234	1039 
1235	532 2271 2654 
1236	1606 1824 2926 
1237	1078 
1238	3568 
1239	838 
1240	1123 2171 2635 
1241	1816 2274 3498 
1242	220 1148 3047 
1243	1708 
1244	3553 
1245	2182 
1246	875 
1247	387 646 3393 
1248	2484 
1249	1082 
1250	2637 
1251	285 1514 1696 
1252	2767 
1253	172 1574 1908 
1254	3074 
1255	192 410 3602 
1256	881 1082 3116 
1257	651 
1258	2110 2625 3344 
1259	1789 2676 2719 
1260	3310 
1261	903 
1262	712 
1263	1309 
1264	1695 
1265	1738 2475 2959 
1266	693 1491 1700 
1267	470 878 1446 
1268	2969 
1269	647 2497 3314 
1270	2658 
1271	1611 
1272	1383 
1273	528 
1274	304 1891 2534 
1275	2086 
1276	3516 
1277	1050 2063 3274 
1278	1120 1343 1589 
1279	21 212 1605 
1280	2087 
1281	2068 
1282	2658 
1283	292 299 1688 
1284	1431 2873 3054 
1285	1531 
1286	586 
1287	3107 
1288	551 720 938 
1289	2606 
1290	1167 
1291	2228 
1292	1266 
1293	725 
1294	274 2138 3521 
1295	935 
1296	1663 1703 2277 
1297	1359 
1298	1718 
1299	1106 2634 2784 
1300	2402 
1301	428 1023 2039 
1302	1431 
1303	1425 
1304	1974 
1305	256 
1306	952 
1307	2067 
1308	2994 3126 3569 
1309	2914 
1310	2272 
1311	637 3108 3374 
1312	2983 
1313	2886 
1314	2089 
1315	1103 
1316	318 
1317	3518 
1318	2543 2945 3207 
1319	2348 
1320	830 
1321	2337 
1322	737 1641 2552 
1323	1453 
1324	3486 
1325	1926 
1326	1914 2023 2686 
1327	164 1257 1927 
1328	3169 3264 3631 
1329	481 1122 2004 
1330	27 
1331	832 3285 3311 
1332	3057 
1333	2461 
1334	2917 
1335	513 
1336	1902 2567 2690 
1337	154 482 2922 
1338	555 
1339	1696 
1340	76 391 3286 
1341	24 445 2427 
1342	2288 2777 3069 
1343	3471 
1344	1763 2271 2559 
1345	1540 
1346	31 
1347	1446 2705 3052 
1348	2295 
1349	1066 1796 2297 
1350	1146 2658 3003 
1351	535 2168 2934 
1352	267 1019 1316 
1353	381 525 1980 
1354	1254 3048 3475 
1355	1038 
1356	147 1524 1987 
1357	2063 
1358	1765 1959 3184 
1359	2856 
1360	1376 
1361	299 
1362	656 1069 1928 
1363	363 2476 3034 
1364	331 523 2504 
1365	1925 2430 3477 
1366	181 
1367	348 2317 3175 
1368	1670 
1369	460 
1370	1528 
1371	343 1620 2767 
1372	2944 
1373	1006 
1374	535 
1375	1091 1617 3437 
1376	1759 
1377	1055 
